,sr_number,sr_type,sr_short_code,created_department,owner_department,status,origin,created_date,last_modified_date,closed_date,street_address,city,state,zip_code,street_number,street_direction,street_name,street_type,duplicate,legacy_record,community_area,ward,electricity_grid,police_sector,police_district,police_beat,precinct,created_hour,created_day_of_week,created_month,x_coordinate,y_coordinate,latitude,longitude,location,:@computed_region_rpca_8um6,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,parent_sr_number
49,SR19-03236850,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T22:49:15.000,2019-12-31T23:30:41.000,2019-12-31T22:49:16.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,22,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
50,SR19-03236849,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T22:48:49.000,2019-12-31T23:30:26.000,2019-12-31T22:48:49.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,22,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
51,SR19-03236848,Street Light Out Complaint,SFD,311 City Services,CDOT - Department of Transportation,Completed,Phone Call,2019-12-31T22:48:17.000,2020-01-02T23:21:32.000,2020-01-02T23:21:32.000,1802 N LARRABEE ST,,,60614.0,1802,N,LARRABEE,ST,True,False,7,43,O018,1,18,1813,45,22,3,12,1171992.859497,1912234.188862,41.91463284,-87.643555568,"{'latitude': '41.91463283981669', 'longitude': '-87.64355556832568', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,68,21190,273.0,34,SR19-03222587
52,SR19-03236847,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T22:48:09.000,2019-12-31T23:30:26.000,2019-12-31T22:48:09.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,22,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
53,SR19-03236846,Pet Wellness Check Request,PET,311 City Services,Animal Care and Control,Completed,Phone Call,2019-12-31T22:47:24.000,2020-01-02T08:34:26.000,2020-01-02T08:34:26.000,9622 S HALSTED ST,,,60628.0,9622,S,HALSTED,ST,False,False,73,21,N045,2,22,2223,41,22,3,12,1172669.166751,1840826.589534,41.718668535,-87.64317796,"{'latitude': '41.71866853507465', 'longitude': '-87.64317795990928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13,72,21861,592.0,13,
54,SR19-03236844,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2019-12-31T22:46:45.000,2019-12-31T23:30:41.000,2019-12-31T22:46:45.000,10510 W ZEMKE RD,Chicago,IL,60666.0,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,22,3,12,1105376.188336,1941042.52737,41.994896549,-87.887751654,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,75,16197,668.0,29,
55,SR19-03236843,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T22:46:39.000,2019-12-31T23:30:41.000,2019-12-31T22:46:39.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,22,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
56,SR19-03236842,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T22:46:31.000,2019-12-31T23:30:41.000,2019-12-31T22:46:32.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,22,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
57,SR19-03236841,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T22:46:01.000,2019-12-31T23:30:41.000,2019-12-31T22:46:01.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,22,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
58,SR19-03236840,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T22:46:00.000,2019-12-31T23:30:41.000,2019-12-31T22:46:00.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,22,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
59,SR19-03236839,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T22:45:05.000,2019-12-31T23:30:26.000,2019-12-31T22:45:06.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,22,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
60,SR19-03236838,Street Light Out Complaint,SFD,311 City Services,CDOT - Department of Transportation,Completed,Phone Call,2019-12-31T22:44:39.000,2020-01-07T16:12:05.000,2020-01-07T16:12:05.000,8236 S PEORIA ST,,,60620.0,8236,S,PEORIA,ST,True,False,71,21,N041,1,6,613,51,22,3,12,1171663.703719,1850066.847108,41.744047156,-87.64659059,"{'latitude': '41.74404715604635', 'longitude': '-87.64659059011703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",59,70,21554,487.0,13,SR19-03222659
61,SR19-03236837,Sanitation Code Violation,SCB,311 City Services,Streets and Sanitation,Completed,Phone Call,2019-12-31T22:44:33.000,2020-01-05T18:23:09.000,2020-01-05T18:23:09.000,9622 S HALSTED ST,,,60628.0,9622,S,HALSTED,ST,False,False,73,21,N045,2,22,2223,41,22,3,12,1172669.166751,1840826.589534,41.718668535,-87.64317796,"{'latitude': '41.71866853507465', 'longitude': '-87.64317795990928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13,72,21861,592.0,13,
62,SR19-03236836,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2019-12-31T22:44:25.000,2019-12-31T23:30:41.000,2019-12-31T22:44:25.000,10510 W ZEMKE RD,Chicago,IL,60666.0,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,22,3,12,1105376.188336,1941042.52737,41.994896549,-87.887751654,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,75,16197,668.0,29,
63,SR19-03236835,Open Fire Hydrant Complaint,WBT,311 City Services,DWM - Department of Water Management,Completed,Phone Call,2019-12-31T22:44:20.000,2020-01-01T00:47:07.000,2020-01-01T00:47:07.000,3225 W ADDISON ST,,,60618.0,3225,W,ADDISON,ST,True,False,16,35,H013,3,17,1733,4,22,3,12,1154079.800946,1923809.383309,41.946772559,-87.70905611,"{'latitude': '41.94677255937697', 'longitude': '-87.70905610985781', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",39,16,21538,325.0,20,SR19-03233791
64,SR19-03236834,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T22:43:25.000,2019-12-31T23:30:26.000,2019-12-31T22:43:25.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,22,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
65,SR19-03236833,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T22:43:02.000,2019-12-31T23:30:26.000,2019-12-31T22:43:03.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,22,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
66,SR19-03236832,Building Violation,BBA,311 City Services,DOB - Buildings,Completed,Phone Call,2019-12-31T22:42:30.000,2020-01-21T09:46:11.000,2020-01-21T09:46:09.000,9622 S HALSTED ST,,,60628.0,9622,S,HALSTED,ST,False,False,73,21,N045,2,22,2223,41,22,3,12,1172669.166751,1840826.589534,41.718668535,-87.64317796,"{'latitude': '41.71866853507465', 'longitude': '-87.64317795990928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13,72,21861,592.0,13,
67,SR19-03236831,Snow – Uncleared Sidewalk Complaint,SWSNOREM,,CDOT - Department of Transportation,Canceled,Internet,2019-12-31T22:41:28.000,2020-01-03T13:07:12.000,2020-01-03T13:07:12.000,2315 W WABANSIA AVE,,,60647.0,2315,W,WABANSIA,AVE,False,False,24,32,K018,3,14,1434,2,22,3,12,1160573.673988,1911319.515167,41.912367259,-87.685533365,"{'latitude': '41.9123672587717', 'longitude': '-87.68553336483845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,25,22535,298.0,40,
68,SR19-03236828,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T22:38:30.000,2019-12-31T23:30:41.000,2019-12-31T22:38:31.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,22,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
69,SR19-03236827,Graffiti Removal Request,GRAF,,Streets and Sanitation,Completed,Internet,2019-12-31T22:36:34.000,2020-01-02T10:50:52.000,2020-01-02T10:50:52.000,3339 W BELMONT AVE,,,60618.0,3339,W,BELMONT,AVE,False,False,21,35,H015,1,14,1412,1,22,3,12,1153368.94348,1920979.434119,41.939021146,-87.711744457,"{'latitude': '41.93902114599345', 'longitude': '-87.71174445711655', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",39,22,21538,216.0,12,
70,SR19-03236826,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2019-12-31T22:35:31.000,2019-12-31T23:30:41.000,2019-12-31T22:35:31.000,10510 W ZEMKE RD,Chicago,IL,60666.0,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,22,3,12,1105376.188336,1941042.52737,41.994896549,-87.887751654,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,75,16197,668.0,29,
71,SR19-03236825,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2019-12-31T22:35:23.000,2019-12-31T23:30:26.000,2019-12-31T22:35:23.000,10510 W ZEMKE RD,Chicago,IL,60666.0,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,22,3,12,1105376.188336,1941042.52737,41.994896549,-87.887751654,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,75,16197,668.0,29,
72,SR19-03236824,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T22:34:35.000,2019-12-31T23:30:41.000,2019-12-31T22:34:35.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,22,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
73,SR19-03236823,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T22:34:23.000,2019-12-31T23:30:26.000,2019-12-31T22:34:23.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,22,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
74,SR19-03236822,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T22:34:16.000,2019-12-31T23:30:26.000,2019-12-31T22:34:16.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,22,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
75,SR19-03236821,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T22:33:32.000,2019-12-31T23:30:26.000,2019-12-31T22:33:32.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,22,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
76,SR19-03236820,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T22:33:14.000,2019-12-31T23:30:26.000,2019-12-31T22:33:14.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,22,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
77,SR19-03236819,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T22:31:02.000,2019-12-31T23:30:26.000,2019-12-31T22:31:02.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,22,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
78,SR19-03236817,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T22:29:55.000,2019-12-31T22:30:45.000,2019-12-31T22:29:55.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,22,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
79,SR19-03236816,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T22:29:28.000,2019-12-31T22:30:45.000,2019-12-31T22:29:29.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,22,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
80,SR19-03236815,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T22:29:28.000,2019-12-31T22:30:45.000,2019-12-31T22:29:28.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,22,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
81,SR19-03236814,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T22:29:24.000,2019-12-31T22:30:45.000,2019-12-31T22:29:25.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,22,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
82,SR19-03236813,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T22:29:00.000,2019-12-31T22:30:26.000,2019-12-31T22:29:00.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,22,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
83,SR19-03236812,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T22:27:55.000,2019-12-31T22:30:45.000,2019-12-31T22:27:55.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,22,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
84,SR19-03236811,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T22:27:44.000,2019-12-31T22:30:45.000,2019-12-31T22:27:44.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,22,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
85,SR19-03236810,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T22:27:25.000,2019-12-31T22:30:45.000,2019-12-31T22:27:25.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,22,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
